text,label,type_of_problem
Win a free bass guitar! Confirm shipping: https://secure.example/990,spam,wsd
Sara praised Amit as he qualified for a reward: https://secure.example/220,spam,coreference_anaphora
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"Kal meeting hai, please be on time.",ham,oov
We might deploy on Friday if tests pass.,ham,negation_modality
They grilled the bass with lemon and herbs.,ham,wsd
Get r!ch fast 💸 join: https://air.example/754,spam,oov
Riya thanked Vikram because she fixed the bug.,ham,coreference_anaphora
"Perfect, another exclusive deal just for you—totally not urgent: https://pay.example/651",spam,sarcasm
We improved throughput since the cache was tuned.,ham,discourse_relations
Model output thoda weird lag raha hai.,ham,oov
Brilliant offer: absolutely free if you pay shipping: https://bank.example/288,spam,sarcasm
You must include error bars in the report.,ham,negation_modality
Kavya emailed Ravi when he reached the office.,ham,coreference_anaphora
We may postpone the release until Monday.,ham,negation_modality
A crane stood quietly by the lake at dawn.,ham,wsd
Slides updated—see v2.1 notes 👍,ham,oov
"Although the interface is simple, new users struggle.",ham,discourse_relations
"Oh perfect, the network died during the demo.",ham,sarcasm
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Although the interface is simple, new users struggle.",ham,discourse_relations
Get r!ch fast 💸 join: https://gift.example/154,spam,oov
"Because your trial ended, renew now to avoid suspension: https://pay.example/914",spam,discourse_relations
Slides updated—see v2.1 notes 👍,ham,oov
You should not remove the validation split.,ham,negation_modality
We improved throughput since the cache was tuned.,ham,discourse_relations
"Oh perfect, the network died during the demo.",ham,sarcasm
Priya called Nikhil after she finished the report.,ham,coreference_anaphora
"The model is accurate, but it is slow.",ham,discourse_relations
"Java course 75% OFF, enroll today: https://air.example/538",spam,wsd
She bought a fresh apple at the market.,ham,wsd
"Build baar baar fail ho raha hai, yaar.",ham,oov
We may postpone the release until Monday.,ham,negation_modality
Win a free bass guitar! Confirm shipping: https://dealz.example/497,spam,wsd
He tuned the bass before the concert.,ham,wsd
We sipped hot java during the break.,ham,wsd
Amazing news—your account is perfectly safe unless you click here: https://secure.example/836,spam,sarcasm
We sipped hot java during the break.,ham,wsd
"Naya patch aaya hai, check karna.",ham,oov
"Great, another crash—just what I needed.",ham,sarcasm
We sipped hot java during the break.,ham,wsd
We improved throughput since the cache was tuned.,ham,discourse_relations
Kavya praised Kunal as he solved the issue quickly.,ham,coreference_anaphora
Riya thanked Kunal because she fixed the bug.,ham,coreference_anaphora
"Before the talk began, the slides were updated.",ham,discourse_relations
You must include error bars in the report.,ham,negation_modality
Crane rental discount for your site—book: https://secure.example/670,spam,wsd
We sipped hot java during the break.,ham,wsd
You should not remove the validation split.,ham,negation_modality
"Brilliant, the slides loaded without images.",ham,sarcasm
Kavya praised Vikram as he solved the issue quickly.,ham,coreference_anaphora
The crane lifted the steel beams into place.,ham,wsd
Kavya thanked Arun because he fixed the bug.,ham,coreference_anaphora
Riya praised Nikhil as she qualified for a reward: https://pay.example/860,spam,coreference_anaphora
"Build baar baar fail ho raha hai, yaar.",ham,oov
Apple announced new laptops at the event.,ham,wsd
Sara thanked Vikram because she fixed the bug.,ham,coreference_anaphora
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
We sipped hot java during the break.,ham,wsd
Isha called Ravi since she ignored the alert—fix: https://secure.example/388,spam,coreference_anaphora
"The model is accurate, but it is slow.",ham,discourse_relations
The fix could improve latency.,ham,negation_modality
He wrote a parser in Java for the assignment.,ham,wsd
Apple announced new laptops at the event.,ham,wsd
"Great, another crash—just what I needed.",ham,sarcasm
We may postpone the release until Monday.,ham,negation_modality
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Brilliant offer: absolutely free if you pay shipping: https://dealz.example/769,spam,sarcasm
"Java course 60% OFF, enroll today: https://promo.example/312",spam,wsd
Isha thanked Arun because she fixed the bug.,ham,coreference_anaphora
It never converged on the small dataset.,ham,negation_modality
Maya argued with Arun since he missed the deadline.,ham,coreference_anaphora
He wrote a parser in Java for the assignment.,ham,wsd
It never converged on the small dataset.,ham,negation_modality
"Perf spiked on dataset_z13b, investigating.",ham,oov
The fix could improve latency.,ham,negation_modality
Model output thoda weird lag raha hai.,ham,oov
You must include error bars in the report.,ham,negation_modality
"Naya patch aaya hai, check karna.",ham,oov
The model is not better than the baseline.,ham,negation_modality
"Win ₹2,000 now #HotDealz 😎 tap → https://secure.example/273",spam,oov
Amazing news—your account is perfectly safe unless you click here: https://bank.example/389,spam,sarcasm
"Build baar baar fail ho raha hai, yaar.",ham,oov
A crane stood quietly by the lake at dawn.,ham,wsd
We might deploy on Friday if tests pass.,ham,negation_modality
We might deploy on Friday if tests pass.,ham,negation_modality
"Win ₹5,000 now #HotDealz 😎 tap → https://secure.example/212",spam,oov
Crane rental discount for your site—book: https://air.example/790,spam,wsd
Yeh feature kaafi helpful tha.,ham,oov
Access may be suspended unless you renew: https://promo.example/422,spam,negation_modality
Slides updated—see v2.1 notes 👍,ham,oov
Neha handed the parcel to Ravi while she confirmed delivery at https://dealz.example/913,spam,coreference_anaphora
Neha praised Rahul as he solved the issue quickly.,ham,coreference_anaphora
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Oh perfect, the network died during the demo.",ham,sarcasm
The crane lifted the steel beams into place.,ham,wsd
We sipped hot java during the break.,ham,wsd
"After verification, your prize will be released: https://verify.example/954",spam,discourse_relations
Slides updated—see v2.1 notes 👍,ham,oov
Password cannot be reset unless you confirm here: https://verify.example/874,spam,negation_modality
He wrote a parser in Java for the assignment.,ham,wsd
"Perf spiked on dataset_z13b, investigating.",ham,oov
"Perf spiked on dataset_z13b, investigating.",ham,oov
This offer might expire today—act fast: https://gift.example/333,spam,negation_modality
Sara called Amit since he ignored the alert—fix: https://pay.example/722,spam,coreference_anaphora
"Kal meeting hai, please be on time.",ham,oov
We picnicked on the bank and watched the boats.,ham,wsd
FREE gift 🎁 limited time!! go: https://bank.example/627,spam,oov
He wrote a parser in Java for the assignment.,ham,wsd
Maya emailed Vikram when she reached the office.,ham,coreference_anaphora
"Great, another crash—just what I needed.",ham,sarcasm
"Oh perfect, the network died during the demo.",ham,sarcasm
"After the upgrade finished, tests started failing.",ham,discourse_relations
Priya handed the laptop to Arun while he packed the cables.,ham,coreference_anaphora
Get r!ch fast 💸 join: https://pay.example/656,spam,oov
"Brilliant, the slides loaded without images.",ham,sarcasm
Isha handed the laptop to Vikram while she packed the cables.,ham,coreference_anaphora
Exactly what I wanted—more flaky tests.,ham,sarcasm
Yeh feature kaafi helpful tha.,ham,oov
Bank alert: verify identity to avoid hold: https://pay.example/222,spam,wsd
You should not remove the validation split.,ham,negation_modality
"Naya patch aaya hai, check karna.",ham,oov
Brilliant offer: absolutely free if you pay shipping: https://air.example/582,spam,sarcasm
Riya handed the parcel to Kunal while he confirmed delivery at https://verify.example/180,spam,coreference_anaphora
Exactly what I wanted—more flaky tests.,ham,sarcasm
"Before the talk began, the slides were updated.",ham,discourse_relations
Riya praised Kunal as he qualified for a reward: https://bank.example/514,spam,coreference_anaphora
"The model is accurate, but it is slow.",ham,discourse_relations
Neha emailed Nikhil after he won ₹500—claim: https://verify.example/794,spam,coreference_anaphora
Sara handed the parcel to Ravi while she confirmed delivery at https://bank.example/882,spam,coreference_anaphora
"If the GPU overheats, the training will stop.",ham,discourse_relations
"Naya patch aaya hai, check karna.",ham,oov
We may postpone the release until Monday.,ham,negation_modality
"Wonderful timing, we 'randomly' picked you for a reward: https://secure.example/679",spam,sarcasm
Sara argued with Rahul since she missed the deadline.,ham,coreference_anaphora
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Even though it was late, they kept debugging.",ham,discourse_relations
"Perf spiked on dataset_z13b, investigating.",ham,oov
"Wonderful timing, we 'randomly' picked you for a reward: https://promo.example/229",spam,sarcasm
Fantastic job breaking the build again.,ham,sarcasm
You should not remove the validation split.,ham,negation_modality
"Oh perfect, the network died during the demo.",ham,sarcasm
You must include error bars in the report.,ham,negation_modality
Exactly what I wanted—more flaky tests.,ham,sarcasm
Sara praised Amit as he solved the issue quickly.,ham,coreference_anaphora
You must update billing immediately: https://pay.example/350,spam,negation_modality
Yeh feature kaafi helpful tha.,ham,oov
"Before the talk began, the slides were updated.",ham,discourse_relations
"Brilliant, the slides loaded without images.",ham,sarcasm
Brilliant offer: absolutely free if you pay shipping: https://verify.example/943,spam,sarcasm
"Maya emailed Vikram after he won ₹1,000—claim: https://dealz.example/816",spam,coreference_anaphora
Model output thoda weird lag raha hai.,ham,oov
He tuned the bass before the concert.,ham,wsd
Sara handed the laptop to Sanjay while she packed the cables.,ham,coreference_anaphora
Exactly what I wanted—more flaky tests.,ham,sarcasm
new v1agra dealz 50%OFF 👉 https://promo.example/745,spam,oov
"Build baar baar fail ho raha hai, yaar.",ham,oov
Slides updated—see v2.1 notes 👍,ham,oov
You must update billing immediately: https://air.example/917,spam,negation_modality
Apple announced new laptops at the event.,ham,wsd
We picnicked on the bank and watched the boats.,ham,wsd
Bank alert: verify identity to avoid hold: https://secure.example/612,spam,wsd
Anita thanked Sanjay because she must verify the account now: https://air.example/693,spam,coreference_anaphora
"Because your trial ended, renew now to avoid suspension: https://verify.example/665",spam,discourse_relations
We picnicked on the bank and watched the boats.,ham,wsd
"Even though it was late, they kept debugging.",ham,discourse_relations
You must update billing immediately: https://secure.example/497,spam,negation_modality
Maya called Kunal after she finished the report.,ham,coreference_anaphora
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
You must verify now or the account may be locked: https://air.example/170,spam,negation_modality
You should not remove the validation split.,ham,negation_modality
"If the GPU overheats, the training will stop.",ham,discourse_relations
The fix could improve latency.,ham,negation_modality
new v1agra dealz 65%OFF 👉 https://gift.example/886,spam,oov
We might deploy on Friday if tests pass.,ham,negation_modality
"Before the talk began, the slides were updated.",ham,discourse_relations
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"Although you ignored the last alert, we can still restore access: https://verify.example/499",spam,discourse_relations
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
We may postpone the release until Monday.,ham,negation_modality
Exactly what I wanted—more flaky tests.,ham,sarcasm
"Perfect, another exclusive deal just for you—totally not urgent: https://dealz.example/769",spam,sarcasm
"Naya patch aaya hai, check karna.",ham,oov
The fix could improve latency.,ham,negation_modality
"Maya emailed Ravi after he won ₹5,000—claim: https://air.example/964",spam,coreference_anaphora
We sipped hot java during the break.,ham,wsd
Win a free bass guitar! Confirm shipping: https://gift.example/164,spam,wsd
We may postpone the release until Monday.,ham,negation_modality
We improved throughput since the cache was tuned.,ham,discourse_relations
A crane stood quietly by the lake at dawn.,ham,wsd
"Although you ignored the last alert, we can still restore access: https://secure.example/104",spam,discourse_relations
He tuned the bass before the concert.,ham,wsd
"Riya emailed Kunal after she won ₹10,000—claim: https://promo.example/732",spam,coreference_anaphora
"Brilliant, the slides loaded without images.",ham,sarcasm
Maya called Vikram after he finished the report.,ham,coreference_anaphora
Slides updated—see v2.1 notes 👍,ham,oov
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Neha handed the laptop to Ravi while he packed the cables.,ham,coreference_anaphora
FR33 access 2 premium vids ➜ https://dealz.example/764,spam,oov
FREE gift 🎁 limited time!! go: https://gift.example/517,spam,oov
Isha argued with Sanjay since she missed the deadline.,ham,coreference_anaphora
Priya thanked Sanjay because she fixed the bug.,ham,coreference_anaphora
Yeh feature kaafi helpful tha.,ham,oov
"Oh perfect, the network died during the demo.",ham,sarcasm
"Build baar baar fail ho raha hai, yaar.",ham,oov
"Kal meeting hai, please be on time.",ham,oov
Yeh feature kaafi helpful tha.,ham,oov
"Although you ignored the last alert, we can still restore access: https://gift.example/221",spam,discourse_relations
"Great, another crash—just what I needed.",ham,sarcasm
Neha argued with Sanjay since he missed the deadline.,ham,coreference_anaphora
"Build baar baar fail ho raha hai, yaar.",ham,oov
You must verify now or the account may be locked: https://secure.example/887,spam,negation_modality
Maya called Kunal after she finished the report.,ham,coreference_anaphora
Riya emailed Ravi when he reached the office.,ham,coreference_anaphora
Priya praised Ravi as he solved the issue quickly.,ham,coreference_anaphora
The fix could improve latency.,ham,negation_modality
We might deploy on Friday if tests pass.,ham,negation_modality
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
"After verification, your prize will be released: https://pay.example/100",spam,discourse_relations
Crane rental discount for your site—book: https://promo.example/342,spam,wsd
You must update billing immediately: https://gift.example/561,spam,negation_modality
Anita handed the parcel to Arun while she confirmed delivery at https://gift.example/165,spam,coreference_anaphora
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Oh perfect, the network died during the demo.",ham,sarcasm
Model output thoda weird lag raha hai.,ham,oov
He tuned the bass before the concert.,ham,wsd
Fantastic job breaking the build again.,ham,sarcasm
Sara thanked Amit because he fixed the bug.,ham,coreference_anaphora
"After the upgrade finished, tests started failing.",ham,discourse_relations
Amazing news—your account is perfectly safe unless you click here: https://verify.example/961,spam,sarcasm
We picnicked on the bank and watched the boats.,ham,wsd
You must verify now or the account may be locked: https://gift.example/579,spam,negation_modality
"Win ₹10,000 now #HotDealz 😎 tap → https://secure.example/392",spam,oov
Kavya thanked Amit because he must verify the account now: https://secure.example/370,spam,coreference_anaphora
We might deploy on Friday if tests pass.,ham,negation_modality
new v1agra dealz 80%OFF 👉 https://verify.example/684,spam,oov
"If the GPU overheats, the training will stop.",ham,discourse_relations
Crane rental discount for your site—book: https://secure.example/234,spam,wsd
Maya emailed Sanjay when she reached the office.,ham,coreference_anaphora
Brilliant offer: absolutely free if you pay shipping: https://verify.example/867,spam,sarcasm
"Because your trial ended, renew now to avoid suspension: https://promo.example/201",spam,discourse_relations
You must include error bars in the report.,ham,negation_modality
Access may be suspended unless you renew: https://gift.example/118,spam,negation_modality
Exactly what I wanted—more flaky tests.,ham,sarcasm
"Perfect, another exclusive deal just for you—totally not urgent: https://dealz.example/796",spam,sarcasm
She bought a fresh apple at the market.,ham,wsd
"After the upgrade finished, tests started failing.",ham,discourse_relations
"After verification, your prize will be released: https://secure.example/977",spam,discourse_relations
"The model is accurate, but it is slow.",ham,discourse_relations
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
"Perfect, another exclusive deal just for you—totally not urgent: https://dealz.example/952",spam,sarcasm
Sara called Ravi after he finished the report.,ham,coreference_anaphora
You should not remove the validation split.,ham,negation_modality
Riya praised Rahul as he solved the issue quickly.,ham,coreference_anaphora
Slides updated—see v2.1 notes 👍,ham,oov
Yeh feature kaafi helpful tha.,ham,oov
"Although you ignored the last alert, we can still restore access: https://verify.example/602",spam,discourse_relations
Yeh feature kaafi helpful tha.,ham,oov
"The model is accurate, but it is slow.",ham,discourse_relations
You must update billing immediately: https://air.example/749,spam,negation_modality
"Perfect, another exclusive deal just for you—totally not urgent: https://pay.example/617",spam,sarcasm
They grilled the bass with lemon and herbs.,ham,wsd
"Although the interface is simple, new users struggle.",ham,discourse_relations
Sara argued with Kunal since he missed the deadline.,ham,coreference_anaphora
We improved throughput since the cache was tuned.,ham,discourse_relations
"After the upgrade finished, tests started failing.",ham,discourse_relations
We may postpone the release until Monday.,ham,negation_modality
"Even though it was late, they kept debugging.",ham,discourse_relations
Apple announced new laptops at the event.,ham,wsd
"Great, another crash—just what I needed.",ham,sarcasm
Password cannot be reset unless you confirm here: https://air.example/868,spam,negation_modality
We sipped hot java during the break.,ham,wsd
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"After verification, your prize will be released: https://promo.example/465",spam,discourse_relations
Apple giveaway—claim your laptop now: https://bank.example/871,spam,wsd
Neha called Rahul since she ignored the alert—fix: https://air.example/714,spam,coreference_anaphora
We may postpone the release until Monday.,ham,negation_modality
"If you confirm today, you get 65% OFF: https://pay.example/678",spam,discourse_relations
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Naya patch aaya hai, check karna.",ham,oov
Sara handed the parcel to Amit while she confirmed delivery at https://bank.example/252,spam,coreference_anaphora
The model is not better than the baseline.,ham,negation_modality
"If the GPU overheats, the training will stop.",ham,discourse_relations
Maya handed the parcel to Vikram while she confirmed delivery at https://secure.example/300,spam,coreference_anaphora
He tuned the bass before the concert.,ham,wsd
You must include error bars in the report.,ham,negation_modality
It never converged on the small dataset.,ham,negation_modality
Slides updated—see v2.1 notes 👍,ham,oov
Kavya handed the laptop to Rahul while he packed the cables.,ham,coreference_anaphora
You must update billing immediately: https://secure.example/815,spam,negation_modality
It never converged on the small dataset.,ham,negation_modality
"Oh perfect, the network died during the demo.",ham,sarcasm
Model output thoda weird lag raha hai.,ham,oov
Kavya praised Arun as he solved the issue quickly.,ham,coreference_anaphora
Maya handed the parcel to Ravi while she confirmed delivery at https://air.example/354,spam,coreference_anaphora
FR33 access 2 premium vids ➜ https://air.example/235,spam,oov
Riya thanked Amit because she fixed the bug.,ham,coreference_anaphora
The fix could improve latency.,ham,negation_modality
He tuned the bass before the concert.,ham,wsd
Amazing news—your account is perfectly safe unless you click here: https://air.example/869,spam,sarcasm
Win a free bass guitar! Confirm shipping: https://verify.example/769,spam,wsd
The fix could improve latency.,ham,negation_modality
She bought a fresh apple at the market.,ham,wsd
It never converged on the small dataset.,ham,negation_modality
Priya handed the parcel to Nikhil while she confirmed delivery at https://bank.example/830,spam,coreference_anaphora
Maya praised Rahul as he solved the issue quickly.,ham,coreference_anaphora
"If you confirm today, you get 60% OFF: https://dealz.example/398",spam,discourse_relations
Maya thanked Arun because she fixed the bug.,ham,coreference_anaphora
You should not remove the validation split.,ham,negation_modality
Riya thanked Kunal because he fixed the bug.,ham,coreference_anaphora
A crane stood quietly by the lake at dawn.,ham,wsd
You should not remove the validation split.,ham,negation_modality
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"Oh perfect, the network died during the demo.",ham,sarcasm
Apple announced new laptops at the event.,ham,wsd
Yeh feature kaafi helpful tha.,ham,oov
Kavya emailed Vikram when she reached the office.,ham,coreference_anaphora
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
"Brilliant, the slides loaded without images.",ham,sarcasm
"After the upgrade finished, tests started failing.",ham,discourse_relations
Access may be suspended unless you renew: https://gift.example/126,spam,negation_modality
"Wonderful timing, we 'randomly' picked you for a reward: https://promo.example/444",spam,sarcasm
Get r!ch fast 💸 join: https://promo.example/240,spam,oov
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Brilliant, the slides loaded without images.",ham,sarcasm
Neha argued with Arun since he missed the deadline.,ham,coreference_anaphora
The fix could improve latency.,ham,negation_modality
Kavya handed the laptop to Arun while he packed the cables.,ham,coreference_anaphora
"The model is accurate, but it is slow.",ham,discourse_relations
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Apple announced new laptops at the event.,ham,wsd
The model is not better than the baseline.,ham,negation_modality
They grilled the bass with lemon and herbs.,ham,wsd
"Although you ignored the last alert, we can still restore access: https://air.example/222",spam,discourse_relations
Crane rental discount for your site—book: https://secure.example/744,spam,wsd
You must verify now or the account may be locked: https://verify.example/370,spam,negation_modality
"Oh perfect, the network died during the demo.",ham,sarcasm
Yeh feature kaafi helpful tha.,ham,oov
Riya called Arun since she ignored the alert—fix: https://bank.example/828,spam,coreference_anaphora
"Naya patch aaya hai, check karna.",ham,oov
"Although the interface is simple, new users struggle.",ham,discourse_relations
Amazing news—your account is perfectly safe unless you click here: https://air.example/851,spam,sarcasm
"The model is accurate, but it is slow.",ham,discourse_relations
"After the upgrade finished, tests started failing.",ham,discourse_relations
Riya called Arun since he ignored the alert—fix: https://gift.example/181,spam,coreference_anaphora
"Java course 65% OFF, enroll today: https://pay.example/247",spam,wsd
Maya called Vikram since she ignored the alert—fix: https://secure.example/726,spam,coreference_anaphora
"Great, another crash—just what I needed.",ham,sarcasm
"Although the interface is simple, new users struggle.",ham,discourse_relations
Password cannot be reset unless you confirm here: https://verify.example/664,spam,negation_modality
"Kal meeting hai, please be on time.",ham,oov
A crane stood quietly by the lake at dawn.,ham,wsd
Sara handed the laptop to Sanjay while he packed the cables.,ham,coreference_anaphora
"If you confirm today, you get 70% OFF: https://gift.example/380",spam,discourse_relations
We may postpone the release until Monday.,ham,negation_modality
Exactly what I wanted—more flaky tests.,ham,sarcasm
The model is not better than the baseline.,ham,negation_modality
This offer might expire today—act fast: https://air.example/415,spam,negation_modality
The crane lifted the steel beams into place.,ham,wsd
"Win ₹1,000 now #HotDealz 😎 tap → https://verify.example/427",spam,oov
"After verification, your prize will be released: https://bank.example/575",spam,discourse_relations
Exactly what I wanted—more flaky tests.,ham,sarcasm
"If the GPU overheats, the training will stop.",ham,discourse_relations
They grilled the bass with lemon and herbs.,ham,wsd
A crane stood quietly by the lake at dawn.,ham,wsd
"Naya patch aaya hai, check karna.",ham,oov
Yeh feature kaafi helpful tha.,ham,oov
Riya called Rahul after he finished the report.,ham,coreference_anaphora
This offer might expire today—act fast: https://pay.example/413,spam,negation_modality
"If you confirm today, you get 65% OFF: https://verify.example/681",spam,discourse_relations
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
Maya handed the laptop to Ravi while she packed the cables.,ham,coreference_anaphora
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"Kal meeting hai, please be on time.",ham,oov
Riya thanked Rahul because he fixed the bug.,ham,coreference_anaphora
"Great, another crash—just what I needed.",ham,sarcasm
Slides updated—see v2.1 notes 👍,ham,oov
"Because your trial ended, renew now to avoid suspension: https://dealz.example/598",spam,discourse_relations
Anita praised Arun as she solved the issue quickly.,ham,coreference_anaphora
Kavya thanked Kunal because he must verify the account now: https://pay.example/181,spam,coreference_anaphora
Apple announced new laptops at the event.,ham,wsd
They grilled the bass with lemon and herbs.,ham,wsd
Amazing news—your account is perfectly safe unless you click here: https://dealz.example/766,spam,sarcasm
You should not remove the validation split.,ham,negation_modality
"Before the talk began, the slides were updated.",ham,discourse_relations
"Before the deadline, complete KYC to continue: https://verify.example/587",spam,discourse_relations
Crane rental discount for your site—book: https://promo.example/730,spam,wsd
Anita praised Vikram as he qualified for a reward: https://air.example/803,spam,coreference_anaphora
"If you confirm today, you get 80% OFF: https://dealz.example/448",spam,discourse_relations
Isha praised Amit as she solved the issue quickly.,ham,coreference_anaphora
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Slides updated—see v2.1 notes 👍,ham,oov
Isha argued with Amit since she missed the deadline.,ham,coreference_anaphora
"Naya patch aaya hai, check karna.",ham,oov
"Brilliant, the slides loaded without images.",ham,sarcasm
FREE gift 🎁 limited time!! go: https://air.example/920,spam,oov
"Oh perfect, the network died during the demo.",ham,sarcasm
Priya argued with Amit since she missed the deadline.,ham,coreference_anaphora
"Great, another crash—just what I needed.",ham,sarcasm
"Perfect, another exclusive deal just for you—totally not urgent: https://dealz.example/975",spam,sarcasm
You must verify now or the account may be locked: https://pay.example/135,spam,negation_modality
We may postpone the release until Monday.,ham,negation_modality
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
Anita praised Vikram as he solved the issue quickly.,ham,coreference_anaphora
Win a free bass guitar! Confirm shipping: https://dealz.example/957,spam,wsd
You should not remove the validation split.,ham,negation_modality
"Great, another crash—just what I needed.",ham,sarcasm
We may postpone the release until Monday.,ham,negation_modality
Fantastic job breaking the build again.,ham,sarcasm
The fix could improve latency.,ham,negation_modality
Bank alert: verify identity to avoid hold: https://secure.example/810,spam,wsd
"Before the talk began, the slides were updated.",ham,discourse_relations
The crane lifted the steel beams into place.,ham,wsd
"Great, another crash—just what I needed.",ham,sarcasm
"Before the deadline, complete KYC to continue: https://gift.example/142",spam,discourse_relations
Fantastic job breaking the build again.,ham,sarcasm
"Naya patch aaya hai, check karna.",ham,oov
Apple announced new laptops at the event.,ham,wsd
"Naya patch aaya hai, check karna.",ham,oov
A crane stood quietly by the lake at dawn.,ham,wsd
"The model is accurate, but it is slow.",ham,discourse_relations
Crane rental discount for your site—book: https://gift.example/151,spam,wsd
You must include error bars in the report.,ham,negation_modality
"Kal meeting hai, please be on time.",ham,oov
The fix could improve latency.,ham,negation_modality
"Even though it was late, they kept debugging.",ham,discourse_relations
We picnicked on the bank and watched the boats.,ham,wsd
Maya praised Kunal as she solved the issue quickly.,ham,coreference_anaphora
A crane stood quietly by the lake at dawn.,ham,wsd
Neha argued with Rahul since he missed the deadline.,ham,coreference_anaphora
FR33 access 2 premium vids ➜ https://bank.example/344,spam,oov
new v1agra dealz 70%OFF 👉 https://promo.example/789,spam,oov
"After verification, your prize will be released: https://secure.example/680",spam,discourse_relations
You should not remove the validation split.,ham,negation_modality
Priya emailed Amit when he reached the office.,ham,coreference_anaphora
"After verification, your prize will be released: https://bank.example/863",spam,discourse_relations
We might deploy on Friday if tests pass.,ham,negation_modality
"Great, another crash—just what I needed.",ham,sarcasm
"The model is accurate, but it is slow.",ham,discourse_relations
We sipped hot java during the break.,ham,wsd
Win a free bass guitar! Confirm shipping: https://dealz.example/824,spam,wsd
We might deploy on Friday if tests pass.,ham,negation_modality
We improved throughput since the cache was tuned.,ham,discourse_relations
Apple announced new laptops at the event.,ham,wsd
Access may be suspended unless you renew: https://secure.example/653,spam,negation_modality
The crane lifted the steel beams into place.,ham,wsd
Apple announced new laptops at the event.,ham,wsd
"Kal meeting hai, please be on time.",ham,oov
You should not remove the validation split.,ham,negation_modality
It never converged on the small dataset.,ham,negation_modality
She bought a fresh apple at the market.,ham,wsd
"Even though it was late, they kept debugging.",ham,discourse_relations
"If you confirm today, you get 75% OFF: https://gift.example/381",spam,discourse_relations
"Brilliant, the slides loaded without images.",ham,sarcasm
"If the GPU overheats, the training will stop.",ham,discourse_relations
"The model is accurate, but it is slow.",ham,discourse_relations
It never converged on the small dataset.,ham,negation_modality
The fix could improve latency.,ham,negation_modality
Yeh feature kaafi helpful tha.,ham,oov
They grilled the bass with lemon and herbs.,ham,wsd
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Slides updated—see v2.1 notes 👍,ham,oov
You should not remove the validation split.,ham,negation_modality
The fix could improve latency.,ham,negation_modality
"The model is accurate, but it is slow.",ham,discourse_relations
"Kal meeting hai, please be on time.",ham,oov
The model is not better than the baseline.,ham,negation_modality
"Oh perfect, the network died during the demo.",ham,sarcasm
Riya emailed Kunal when he reached the office.,ham,coreference_anaphora
"Kal meeting hai, please be on time.",ham,oov
They grilled the bass with lemon and herbs.,ham,wsd
Isha praised Amit as she solved the issue quickly.,ham,coreference_anaphora
She bought a fresh apple at the market.,ham,wsd
You must include error bars in the report.,ham,negation_modality
"Build baar baar fail ho raha hai, yaar.",ham,oov
Anita argued with Ravi since he missed the deadline.,ham,coreference_anaphora
Yeh feature kaafi helpful tha.,ham,oov
"Kal meeting hai, please be on time.",ham,oov
"Before the talk began, the slides were updated.",ham,discourse_relations
"Because your trial ended, renew now to avoid suspension: https://air.example/786",spam,discourse_relations
Exactly what I wanted—more flaky tests.,ham,sarcasm
He wrote a parser in Java for the assignment.,ham,wsd
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Fantastic job breaking the build again.,ham,sarcasm
Kavya handed the laptop to Ravi while he packed the cables.,ham,coreference_anaphora
Kavya thanked Sanjay because she fixed the bug.,ham,coreference_anaphora
FR33 access 2 premium vids ➜ https://gift.example/428,spam,oov
Neha thanked Nikhil because he must verify the account now: https://promo.example/332,spam,coreference_anaphora
Apple announced new laptops at the event.,ham,wsd
We may postpone the release until Monday.,ham,negation_modality
Maya emailed Sanjay when she reached the office.,ham,coreference_anaphora
You must verify now or the account may be locked: https://gift.example/105,spam,negation_modality
Fantastic job breaking the build again.,ham,sarcasm
Slides updated—see v2.1 notes 👍,ham,oov
Model output thoda weird lag raha hai.,ham,oov
"If you confirm today, you get 80% OFF: https://pay.example/726",spam,discourse_relations
"Perf spiked on dataset_z13b, investigating.",ham,oov
It never converged on the small dataset.,ham,negation_modality
Yeh feature kaafi helpful tha.,ham,oov
He wrote a parser in Java for the assignment.,ham,wsd
